2024-12-01 17:59:28,759,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 17:59:46,527,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 17:59:46,527,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 17:59:47,839,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 17:59:47,839,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 17:59:47,839,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 17:59:49,359,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 17:59:49,359,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 17:59:49,359,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 17:59:49,359,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 18:00:00,085,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 18:00:00,085,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 18:00:00,085,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 18:00:00,085,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 18:00:00,085,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 18:04:50,816,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 18:04:50,816,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 18:04:50,816,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 18:04:50,816,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 18:04:50,816,INFO,Aixó és un missatge d'info en format CSV.
2024-12-01 18:04:50,816,INFO,Aixó és un missatge d'info en format CSV.
